STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC : Min,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,pH : Min : 6.5-8.5,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,CONDUCTIVITY (µmhos/cm) : Min,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,B.O.D. (mg/l) : Min : < 3 mg/l,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,NITRATE- N+ NITRITE-N (mg/l) : Min,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml
2960,"WELL INFRONT OF SINGHANA POLICE STATION, SINGHANA, JHUNJHUNU, RAJASTHAN",Rajasthan,29.5,29.5,29.5,7.1,7.1,7.1,3600,3600,3600,2,2,2,1.5,1.5,1.5,4,4,4,9,9,9
2961,"WELL OF SH MNAGAL CHAND MEENA, MANPUR MACHERI, JAIPUR, RAJASTHAN",Rajasthan,26,26,26,7.4,7.4,7.4,670,670,670,1.3,1.3,1.3,0.7,0.7,0.7,4,4,4,4,4,4
2962,"WELL OF SH MOOL CHAND RAIGER, MANPUR MACHERI, JAIPUR, RAJASTHAN",Rajasthan,26,26,26,7.5,7.5,7.5,750,750,750,1.3,1.3,1.3,0.6,0.6,0.6,NA,NA,NA,4,4,4
2963,"WELL OF RIICO AT LEATHER COMPLEX, MANPUR MACHERI, JAIPUR, RAJASTHAN",Rajasthan,25,25,25,7.8,7.8,7.8,990,990,990,0.8,0.8,0.8,0.6,0.6,0.6,NA,NA,NA,4,4,4
2964,"WELL AT INDIA PUBLIC SCHOOL, MANPUR MACHERI, JAIPUR, RAJASTHAN",Rajasthan,27,27,27,7.4,7.4,7.4,1170,1170,1170,2.5,2.5,2.5,0.6,0.6,0.6,NA,NA,NA,4,4,4
2965,"SHRI GIRDHARI SINGH CHOUDHARY NEAR BANDI RIVER BRIDGE, PALI BYE PASS ROAD, PALI, RAJASTHAN",Rajasthan,24,24,24,8.3,8.3,8.3,890,890,890,2.8,2.8,2.8,2.4,2.4,2.4,4,4,4,7,7,7
2966,"SHRI GIRDHARI SINGH RAJPUROHIT NEAR VILLAGE PUNAYATA, JODHPUR- SUMERPUR BYE PASS ROAD, PALI, RAJASTHAN",Rajasthan,25,25,25,8.4,8.4,8.4,5700,5700,5700,3,3,3,3,3,3,4,4,4,7,7,7
2967,"SH. POL SINGH PUROHIT, VILLAGE PUNAYATA, PALI, RAJASTHAN",Rajasthan,24,24,24,8.4,8.4,8.4,1590,1590,1590,2.8,2.8,2.8,1.4,1.4,1.4,4,4,4,7,7,7
2968,"SH. BHANA RAM KALAL, DHARU NAGAR, NEAR MAIN MANDIA ROAD, OPP. VILLAGE MANDIA, PALI, RAJASTHAN",Rajasthan,24,24,24,8.5,8.5,8.5,6100,6100,6100,2,2,2,2.9,2.9,2.9,4,4,4,7,7,7
2969,"M/S SPECIALTY SILICA LTD., MIA ALWAR AGRO FOOD PARK, ALWAR, RAJASTHAN",Rajasthan,28,28,28,7.5,7.5,7.5,860,860,860,1.7,1.7,1.7,1.4,1.4,1.4,4,4,4,7,7,7
2970,"RIICO TUBE WELL, RIA, BEHROR, RAJASTHAN",Rajasthan,28,28,28,7.5,7.5,7.5,1740,1740,1740,0.9,0.9,0.9,2.3,2.3,2.3,NA,NA,NA,4,4,4
2971,"RIICO TUBE WELL, RIA, SOTANALA, RAJASTHAN",Rajasthan,28,28,28,7.5,7.5,7.5,2000,2000,2000,0.8,0.8,0.8,1.4,1.4,1.4,NA,NA,NA,4,4,4
2972,"RIICO TUBE WELL, RIA, NEEMRANA, RAJASTHAN",Rajasthan,28,28,28,7.6,7.6,7.6,2500,2500,2500,0.8,0.8,0.8,1.1,1.1,1.1,NA,NA,NA,4,4,4
2973,"RIICO TUBE WELL, RIA, SHAHJAHANPUR, RAJASTHAN",Rajasthan,27,27,27,7.7,7.7,7.7,3000,3000,3000,0.9,0.9,0.9,1.6,1.6,1.6,NA,NA,NA,4,4,4
2974,"VILLAGE AGYARA, TEHSIL- RAMGARH, ALWAR, RAJASTHAN",Rajasthan,29,29,29,7.7,7.7,7.7,1390,1390,1390,0.8,0.8,0.8,1.8,1.8,1.8,NA,NA,NA,4,4,4
2975,"VILLAGE BAGER MEO, TEHSIL- RAMGARH, ALWAR, RAJASTHAN",Rajasthan,28,28,28,7.5,7.5,7.5,4200,4200,4200,0.9,0.9,0.9,2.2,2.2,2.2,NA,NA,NA,4,4,4
2976,"SUJAN GANGA AT KETAN GATE, BHARATPUR, RAJASTHAN",Rajasthan,23,25,24,7.5,8.4,8,5500,7800,6650,10.5,14.6,12.5,2.9,7,4.9,7,28,18,210,1100,655
2977,"WELL OF RAM CHANDRA DEWRA, VILLAGE- SANGARIA, JODHPUR, RAJASTHAN",Rajasthan,22,22,22,7.8,7.8,7.8,21000,21000,21000,14.9,14.9,14.9,6.2,6.2,6.2,NA,NA,NA,4,4,4
2982,"WELL OF BIRMA RAM PATEL, SALAWAS, JODHPUR, RAJASTHAN",Rajasthan,20,20,20,8,8,8,2200,2200,2200,2.4,2.4,2.4,0.6,0.6,0.6,4,4,4,9,9,9
2985,"WELL OF GIRDHARI RAM MEGHWAL, VILLAGE- NANDWAN, JODHPUR, RAJASTHAN",Rajasthan,24,24,24,7.6,7.6,7.6,12700,12700,12700,2.5,2.5,2.5,4,4,4,NA,NA,NA,4,4,4
2986,"TUBE WELL OF GIRDHARI LAL, BHITUJA, RAJASTHAN",Rajasthan,19,19,19,7.8,7.8,7.8,8400,8400,8400,2.7,2.7,2.7,3.1,3.1,3.1,NA,NA,NA,4,4,4
2987,"CWR OF PHED, BHITUJA, RAJASTHAN",Rajasthan,20,20,20,8,8,8,8300,8300,8300,7.8,7.8,7.8,5.7,5.7,5.7,NA,NA,NA,4,4,4
2988,"WELL OF PEMA RAM MALI, BHITUJA, RAJASTHAN",Rajasthan,19,19,19,7.9,7.9,7.9,6600,6600,6600,1.8,1.8,1.8,3,3,3,NA,NA,NA,4,4,4
2989,"WELL OF BABULAL UKKAD JI MALI, SAKARNA BERA, BALOTRA, , JODHPUR, RAJASTHAN",Rajasthan,20,20,20,7.8,7.8,7.8,11700,11700,11700,2.8,2.8,2.8,12,12,12,NA,NA,NA,4,4,4
2990,"WELL OF BHIKSINGH S/O AMAR SINGH PUROHIT, SAKARNA BERA, BALOTRA, JODHPUR, RAJASTHAN",Rajasthan,18,18,18,7.6,7.6,7.6,11500,11500,11500,3.1,3.1,3.1,3.7,3.7,3.7,NA,NA,NA,4,4,4
2991,"WELL OF BHAG JI LAXMAN RAM MALI, SAKARNA BERA, BALOTRA, JODHPUR, RAJASTHAN",Rajasthan,19,19,19,7.4,7.4,7.4,9700,9700,9700,2.5,2.5,2.5,2.9,2.9,2.9,4,4,4,7,7,7
2993,"WELL OF CHOUTHA RAM PUSA PAM, LEFT SIDE OF BRIDGE LUNI, BALOTRA, RAJASTHAN",Rajasthan,18,18,18,7.8,7.8,7.8,21000,21000,21000,4.3,4.3,4.3,5.6,5.6,5.6,4,4,4,7,7,7
3000,"BORE WELL SH. UMESH KUMAR S/O SH. HORIDWARI RAM 3A-16 UIT, BHUTIJA, RAJASTHAN",Rajasthan,27,27,27,7.3,7.3,7.3,3300,3300,3300,1.3,1.3,1.3,1.3,1.3,1.3,NA,NA,NA,4,4,4
3001,"BORE WELL SH. BHRAM JEET SERVICE STATION, BHIWADI, RAJASTHAN",Rajasthan,29,29,29,7.6,7.6,7.6,1820,1820,1820,0.9,0.9,0.9,2,2,2,NA,NA,NA,4,4,4
3002,"BORE WELL M/S R.C. PALACE HOTEL, BHIWADI, RAJASTHAN",Rajasthan,28,28,28,7.8,7.8,7.8,870,870,870,0.7,0.7,0.7,1.8,1.8,1.8,NA,NA,NA,4,4,4
3003,"BORE WELL OFFICE OF RAJ. HOUSING BOARD, BHIWADI, RAJASTHAN",Rajasthan,28,28,28,7.5,7.5,7.5,3500,3500,3500,1.7,1.7,1.7,2.1,2.1,2.1,NA,NA,NA,4,4,4
3004,"BORE WELL OF M/S MODERN PUBLIC SCHOOL, BHIWADI, RAJASTHAN",Rajasthan,28,28,28,7.6,7.6,7.6,2500,2500,2500,0.9,0.9,0.9,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA
3006,"HAND PUMP NEAR NEVTA TIRAHA, NEVTA DAM, SANGANER, JAIPUR, RAJASTHAN",Rajasthan,26,26,26,7.7,7.7,7.7,2100,2100,2100,1.2,1.2,1.2,2,2,2,NA,NA,NA,7,7,7
1898,"PETROL PUMP OPP. HERO CYCLE, LUDHIANA",PUNJAB,NA,NA,NA,6.7,7,6.9,1260,1260,1260,NA,NA,NA,1.8,7.2,4.5,NA,NA,NA,NA,NA,NA
1900,"GURCHAARAN SINGH HAIBOWAL DAIRY COMPLEX, LUDHIANA",PUNJAB,NA,NA,NA,6.9,7.4,7.2,593,593,593,NA,NA,NA,1.4,3.3,2.4,NA,NA,NA,NA,NA,NA
1901,"DUSSHERA GROUND INDUSTRIAL ESTATE, LUDHIANA",PUNJAB,NA,NA,NA,6.7,6.8,6.8,896,896,896,NA,NA,NA,1.4,4.3,2.9,NA,NA,NA,NA,NA,NA
1902,"SHUKLA TEA STAL POINT, LUDHIANA",PUNJAB,NA,NA,NA,6.7,6.7,6.7,1273,1273,1273,NA,NA,NA,1.6,4.2,2.9,NA,NA,NA,NA,NA,NA
1903,"PUNJAB AGRICULTUREAL UNIVERSITY, LUDHIANA",PUNJAB,NA,NA,NA,6.8,7.2,7,749,749,749,NA,NA,NA,1.6,3.8,2.7,NA,NA,NA,NA,NA,NA
2917,"NEAR HARMANDIR SAHEB, AMRITSAR, PUNJAB",PUNJAB,NA,NA,NA,7,7,7,1470,1470,1470,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA
2918,"DERA BASSI, PUNJAB",PUNJAB,NA,NA,NA,6.8,7.1,7,1504,2629,2067,NA,NA,NA,5.3,7.8,6.6,NA,NA,NA,NA,NA,NA
2920,"HAMIRA VILLAGE, PUNJAB",PUNJAB,NA,NA,NA,6.9,6.9,6.9,2634,2634,2634,NA,NA,NA,8,8,8,NA,NA,NA,NA,NA,NA
2921,"HAMIRA VILLAGE, PUNJAB",PUNJAB,NA,NA,NA,8.1,8.1,8.1,409,409,409,NA,NA,NA,1.2,1.2,1.2,NA,NA,NA,NA,NA,NA
2922,"LEATHER COMPLEX, JALANDHAR, PUNJAB",PUNJAB,NA,NA,NA,6.9,6.9,6.9,1189,1189,1189,NA,NA,NA,4.6,4.6,4.6,NA,NA,NA,NA,NA,NA
2923,"LEATHER COMPLEX, JALANDHAR, PUNJAB",PUNJAB,NA,NA,NA,6.9,6.9,6.9,2638,2638,2638,NA,NA,NA,8.6,8.6,8.6,NA,NA,NA,NA,NA,NA
2924,"MANDI GOBINDGARH, PUNJAB",PUNJAB,NA,NA,NA,7.5,7.5,7.5,1009,1009,1009,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA
2925,"MANDI GOBINDGARH, PUNJAB",PUNJAB,NA,NA,NA,7.1,7.1,7.1,2390,2390,2390,NA,NA,NA,4.4,4.4,4.4,NA,NA,NA,NA,NA,NA
2926,"NANGAL, PUNJAB",PUNJAB,NA,NA,NA,7.1,7.1,7.1,1083,1083,1083,NA,NA,NA,3.8,3.8,3.8,NA,NA,NA,NA,NA,NA
2926,"NANGAL, PUNJAB",PUNJAB,NA,NA,NA,7.2,7.2,7.2,669,669,669,NA,NA,NA,2.2,2.2,2.2,NA,NA,NA,NA,NA,NA
2927,"NANGAL, PUNJAB",PUNJAB,NA,NA,NA,6.8,6.8,6.8,1158,1158,1158,NA,NA,NA,4.2,4.2,4.2,NA,NA,NA,NA,NA,NA
2928,"ROPAR, PUNJAB",PUNJAB,NA,NA,NA,7.1,7.1,7.1,623,647,635,NA,NA,NA,2.4,2.5,2.5,NA,NA,NA,NA,NA,NA
2930,"TOANSA, PUNJAB",PUNJAB,NA,NA,NA,7,7,7,1673,1673,1673,NA,NA,NA,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA
2931,"TOANSA, PUNJAB",PUNJAB,NA,NA,NA,7.4,7.4,7.4,406,406,406,NA,NA,NA,1.4,1.4,1.4,NA,NA,NA,NA,NA,NA
1397,"WELL AT MUTHIALPET AREA(I), PONDICHERRY",PONDICHERRY,30,31,30.3,7,7.6,7.4,361,4800,3320,NA,NA,NA,0,0.8,0.4,NA,NA,NA,NA,NA,NA
1398,"WELL AT THENGAITHITTU AREA, (II) PONDICHERRY",PONDICHERRY,30,32,30.7,7.3,7.4,7.4,1240,1900,1460,NA,NA,NA,0,0.3,0.1,NA,NA,NA,NA,NA,NA
1453,"WELL AT MUTHARAPLATYAM (PWD), PONDICHERRY",PONDICHERRY,30,32,30.7,7,7.4,7.3,476,658,597,NA,NA,NA,4.7,4.8,4.7,NA,NA,NA,NA,NA,NA
1454,"WELL AT KALAPET, PONDI. UNIVER. ADMN. BLOCK, PONDICHERRY",PONDICHERRY,30,30,30,7.1,7.1,7.1,196,212,207,NA,NA,NA,1.2,1.2,1.2,NA,NA,NA,NA,NA,NA
1687,"NEHRU STATUE, PONDICHERRY",PONDICHERRY,30,30,30,7.1,7.3,7.2,1592,2200,1795,NA,NA,NA,0,2.6,0.9,NA,NA,NA,NA,NA,NA
1688,"KATTERIKUPPAM, PODICHERRY",PONDICHERRY,30,30,30,7.2,7.6,7.5,500,574,549,NA,NA,NA,0.4,0.5,0.5,NA,NA,NA,NA,NA,NA
1689,"CHUNMBAR RIVER, PONDICHERRY",PONDICHERRY,28,32,29.3,7.8,8.5,8.1,696,1474,1193,1,14,6.3,0,0.1,0,NA,NA,NA,NA,NA,NA
2009,KURUMBAPET,PONDICHERRY,30,32,30.7,7.2,7.6,7.5,530,560,550,NA,NA,NA,5,6.3,5.5,NA,NA,NA,NA,NA,NA
2010,METTUPALAYAM,PONDICHERRY,32,32,32,7.3,7.7,7.6,1200,1272,1248,NA,NA,NA,0.5,0.6,0.6,NA,NA,NA,NA,NA,NA
2011,URUVAIYAR,PONDICHERRY,32,32,32,7.4,7.5,7.5,3200,3210,3207,NA,NA,NA,0,0.1,0,NA,NA,NA,NA,NA,NA
2012,KARUVADIKUPPAM,PONDICHERRY,30,32,31.3,7.4,7.5,7.5,1592,1600,1597,NA,NA,NA,0,1.9,0.6,NA,NA,NA,NA,NA,NA
2013,"T.R.PATTINAM, KARAIKAL",PONDICHERRY,27,28.5,27.5,7.4,7.5,7.5,1700,1728,1719,1,1,1,0.8,1.2,1,NA,NA,NA,NA,NA,NA
2014,"VADAMATTAM, KARAIKAL",PONDICHERRY,28,28.5,28.2,7.1,7.5,7.4,1446,1548,1514,NA,NA,NA,0.1,1.2,0.8,NA,NA,NA,NA,NA,NA
2446,PALLUR,PONDICHERRY,32,32,32,6.7,6.7,6.7,255,255,255,NA,NA,NA,5.8,5.8,5.8,NA,NA,NA,NA,NA,NA
2447,PANTHAKKAL,PONDICHERRY,32,32,32,6.8,6.8,6.8,126,126,126,NA,NA,NA,1.6,1.6,1.6,NA,NA,NA,NA,NA,NA
1397,"WELL AT MUTHIALPET AREA(I), PONDICHERRY",PONDICHERRY,30,32,31,6.4,6.9,6.6,4630,4850,4740,NA,NA,NA,0.283,1,0.89,NA,NA,NA,NA,NA,NA
1398,"WELL AT THENGAITHITTU AREA, (II) PONDICHERRY",PONDICHERRY,30,33,32,6.5,6.6,6.5,1067,1108,1088,NA,NA,NA,0.07,1,0.85,NA,NA,NA,NA,NA,NA
1453,"WELL AT MUTHARAPLATYAM (PWD), PONDICHERRY",PONDICHERRY,30,31,31,6.3,6.6,6.5,575,625,600,NA,NA,NA,3.096,5,4.09,NA,NA,NA,NA,NA,NA
1454,"WELL AT KALAPET, PONDI. UNIVER. ADMN. BLOCK, PONDICHERRY",PONDICHERRY,28,31,30,6.1,6.2,6.1,182,212,197,NA,NA,NA,0.796,1,0.89,NA,NA,NA,NA,NA,NA
1687,"NEHRU STATUE, PONDICHERRY",PONDICHERRY,30,32,31,7.1,7.4,7.3,1223,1303,1263,NA,NA,NA,0.78,1,0.79,NA,NA,NA,NA,NA,NA
1688,"KATTERIKUPPAM, PODICHERRY",PONDICHERRY,30,30,30,7.1,7.2,7.2,668,1183,926,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
1689,"CHUNMBAR RIVER, PONDICHERRY",PONDICHERRY,24,24,24,7.7,7.7,7.7,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
2009,KURUMBAPET,PONDICHERRY,30,30,30,6.3,6.5,6.4,528,553,541,NA,NA,NA,5.094,7,6,NA,NA,NA,NA,NA,NA
2010,METTUPALAYAM,PONDICHERRY,30,33,32,6.6,6.8,6.7,1081,1150,1116,NA,NA,NA,0.793,1,1,NA,NA,NA,NA,NA,NA
2011,URUVAIYAR,PONDICHERRY,30,32,31,7.3,7.5,7.4,2390,2850,2620,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
2012,KARUVADIKUPPAM,PONDICHERRY,34,34,34,6.8,6.8,6.8,1148,1148,1148,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA
2013,"T.R.PATTINAM, KARAIKAL",PONDICHERRY,25,26,25,8.3,8.7,8.5,1268,1521,1395,NA,NA,NA,0.58,1,0.75,NA,NA,NA,NA,NA,NA
2014,"VADAMATTAM, KARAIKAL",PONDICHERRY,22,27,25,8.7,8.8,8.7,118,1241,680,NA,NA,NA,0.487,1,0.79,NA,NA,NA,NA,NA,NA
2446,PALLUR,PONDICHERRY,27,27,27,6.4,6.4,6.4,326,326,326,NA,NA,NA,4.469,6,4,NA,NA,NA,NA,NA,NA
2447,PANTHAKKAL,PONDICHERRY,28,28,28,5.8,5.8,5.8,103,103,103,NA,NA,NA,2.196,3,2.856,NA,NA,NA,NA,NA,NA
1644,"JAGATPUR INDUSTRIAL AREA, CUTTACK ODISHA",Odisha,28,28,28,7.1,7.2,7.2,515,842,679,0.4,0.4,0.4,1.2,5.8,3.5,4,4,4,23,23,23
1645,"MADHUPATNA- KALYAN NAGAR AREA, CUTTACK, ODISHA",Odisha,27,28,27.5,7,7.4,7.2,222,498,360,0.1,1,0.6,0.3,6.9,3.6,28,28,28,240,240,240
1646,"BIDANASHI - TULASIPUR AREA, CUTTACK, ODISHA",Odisha,26,27,26.5,7.2,7.6,7.4,163,173,168,0.1,0.2,0.2,0.2,0.7,0.5,NA,NA,NA,2,2,2
1647,"BADAMBARI AREA, CUTTACK, ODISHA",Odisha,28,28,28,6.9,7.4,7.2,661,804,733,0.3,1.4,0.9,0.4,0.8,0.6,NA,NA,NA,2,2,2
1648,"RANIHAT- MANGALABAGH AREA, CUTTACK, ODISHA",Odisha,25,37,29,7.3,8.3,7.7,132,851,336,0.2,23.3,6.7,0.6,10.6,4.7,92000,160000,143000,160000,600000,215000
1649,"KHANDAGIRI AREA, BHUBANESWAR, ODISHA",Odisha,26,33,29.5,6.1,6.1,6.1,143,290,217,0.1,0.5,0.3,1.3,9.7,5.5,NA,NA,NA,NA,NA,NA
1650,"CAPITAL HOSPITAL AREA, BHUBANESWAR, ODISHA",Odisha,26,30,28,6.4,7.5,7,245,274,260,0.3,0.5,0.4,0.4,1.6,1,NA,NA,NA,NA,NA,NA
1651,"OLD TOWN- SAMANTARAAIPUR AREA, BHUBANESWAR, ODISHA",Odisha,29,30,29.5,6.4,7.4,6.9,652,774,713,0.3,0.4,0.4,1.3,8.2,4.8,NA,NA,NA,NA,NA,NA
1652,"KALPNA - LAXMINAGAR AREA, BHUBANESWAR, ODISHA",Odisha,29,30,29.5,6.9,7,7,255,427,341,0.3,0.7,0.5,1.8,6,3.9,23,23,23,49,49,49
1653,"MANCHESWAR INDUSTRIAL AREA, BHUBANESWAR, ODISHA",Odisha,29,30,29.5,6.3,7.7,7,107,235,171,0.1,0.2,0.2,0.7,2.2,1.4,8,8,8,23,23,23
1654,"SECRETARIAT- GOVERNOR HOUSE- OLDBUS STAND AREA, BHUBANESWAR, ODISHA",Odisha,29,30,29.5,6.4,7.4,6.9,149,182,166,0.4,2.1,1.3,0.6,0.8,0.7,33,33,33,79,79,79
1655,"NEAR SEA BEACH, PURI, ODISHA",Odisha,28,28,28,8,8.4,8.2,1176,1340,1258,0.1,0.4,0.3,2.2,10.4,6.3,NA,NA,NA,NA,NA,NA
1656,"NEAR JAGANNATH TEMPLE, PURI, ODISHA",Odisha,26,27,26.5,7.9,7.9,7.9,988,1017,1003,0.2,0.3,0.3,2.9,11,6.9,130,130,130,540,540,540
1657,"HOSPITAL - BUSSTAND- MAUSHIMA TEMPLE AREA, PURI, ODISHA",Odisha,26,27,26.5,7.7,8.3,8,761,855,808,0.3,0.6,0.5,2.8,9.3,6,13,13,13,220,220,220
1658,"NEAR RIVER KUSHABHADRA, PURI, ODISHA",Odisha,27,28,27.5,8.2,8.3,8.3,320,403,362,0.2,0.5,0.4,0.3,3,1.6,NA,NA,NA,NA,NA,NA
2054,RAMHLUM (NORTHERN PART),Mizoram,13,23,19.6,5.3,8.5,7.1,56,505,238,0.9,2.3,1.2,0,0.3,0.1,7,11,9,75,460,268
2055,MISSION VENGTHLANG (SOUTHERN PART),Mizoram,14,24,19.3,6.1,8,7,70,743,406,0.4,1.2,1,0,0.3,0.1,16,93,55,150,1100,625
1985,"Dug well at 5 -Star Industrial estate, Village-Kashimira Taluka- Mira-  Bhayander District-Thane ",Maharashtra,22,22,22,7.9,7.9,7.9,1385,1385,1385,5,5,5,1.7,1.7,1.7,20,20,20,40,40,40
1986,Bore well at Village- Motapada Taluka- Dahanu District- Thane,Maharashtra,29,29,29,8.5,8.5,8.5,699,699,699,5.6,5.6,5.6,0.6,0.6,0.6,15,15,15,25,25,25
1987,Bore well Village-Gokhiware Taluka- Vasai District- Thane ,Maharashtra,22,22,22,7.8,7.8,7.8,608,608,608,5,5,5,1,1,1,30,30,30,45,45,45
1988,"Bore well at Gharatwadi, Village- Aliyali Taluka- Palghar District- Thane",Maharashtra,29,29,29,8.5,8.5,8.5,871,871,871,5.2,5.2,5.2,0.6,0.6,0.6,14,14,14,26,26,26
1989,"Bore well at MWML site, Village-Karawla, Taloja Taluka- Panvel District- Raigad",Maharashtra,28,28,28,7,7,7,90,90,90,4,4,4,1.4,1.4,1.4,12,12,12,24,24,24
1993, Dug Well,Maharashtra,28,28,28,7.4,7.4,7.4,1016,1016,1016,3,3,3,0.2,0.2,0.2,2,2,2,79,79,79
1994,"Dug well at TPS-Durgapur Village-Durgapur , Taluka- Chandrapur, District- Chandrapur                   ",Maharashtra,26,26,26,8,8,8,943,943,943,5,5,5,100.7,100.7,100.7,NA,NA,NA,NA,NA,NA
1999,"Bore well Near Gram Panchayat office. Village-Changera, Taluka- Gondia, District- Gondia.",Maharashtra,28,28,28,8.3,8.3,8.3,555,555,555,6,6,6,1.1,1.1,1.1,60,60,60,90,90,90
2001,"Tube well at water treatment plant of.Achalpur M.C, near Post Office. Village-Paratwada, Taluka- Achalpur, District- Amravati",Maharashtra,25,25,25,8.6,8.6,8.6,567,567,567,6,6,6,43,43,43,30,30,30,60,60,60
2002,"Bore well Opp. Gajanan MPCBaraj Temple at  Anjangaon road. Village-Anjangaon, Taluka- Akot, District- Akola                   ",Maharashtra,27,27,27,8.7,8.7,8.7,435,435,435,5.8,5.8,5.8,1.6,1.6,1.6,NA,NA,NA,NA,NA,NA
2003,"Dug well at Plot No- 4, Street No. 49-C, at Nehru Bal Udyan Azad Maidan, owned by Yavatmal M.C. Village- Nehru Bal Udyan Azad Maidan, Taluka- Yavatmal, District- Yavatmal.",Maharashtra,27,27,27,8.7,8.7,8.7,435,435,435,5.8,5.8,5.8,1.6,1.6,1.6,NA,NA,NA,NA,NA,NA
2007,"Bore well water sample at savali, Tal. Miraj, Dist Sangli.",Maharashtra,25,25,25,7.3,7.3,7.3,1956,1956,1956,2.8,2.8,2.8,1.4,1.4,1.4,NA,NA,NA,NA,NA,NA
2008,"Dugwell Water sample at Rasulwadi Tal. Miraj, Dist. Sangli.",Maharashtra,25,25,25,7.4,7.4,7.4,2425,2425,2425,2.9,2.9,2.9,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA
2200, Bore Well,Maharashtra,29,29,29,7.8,7.8,7.8,928,928,928,4,4,4,0.1,0.1,0.1,2,2,2,94,94,94
2201,Dug Well,Maharashtra,28,28,28,7.2,7.2,7.2,1200,1200,1200,4,4,4,0.4,0.4,0.4,2,2,2,70,70,70
2202,"Dugwell at Ghane Kunth near Awashi, Owned by Shri. Rajendra Ambre vill Ghanekunth Tal. Khed, Dist. Ratnagiri",Maharashtra,23,23,23,7.3,7.3,7.3,168,168,168,3.3,3.3,3.3,1.4,1.4,1.4,NA,NA,NA,NA,NA,NA
2203,"Hand Pump in the premises of Zilla Parishad Primary School. Village- Bhugaon,  Taluka- Wardha, District- Wardha.",Maharashtra,28,28,28,8,8,8,1124,1124,1124,7.6,7.6,7.6,77,77,77,23,23,23,40,40,40
2819,"Dug well owned by Shri Deshmukh. Village- Malegaon, Taluka- Baramati, District- Pune.",Maharashtra,28,28,28,8.2,8.2,8.2,5495,5495,5495,3.2,3.2,3.2,1.3,1.3,1.3,8,8,8,550,550,550
2820,"Dug well owned by Shri Shivaji Baban Darekar Village- Sanaswadi, Taluka- Shirur, District- Pune.",Maharashtra,25,25,25,7.7,8.1,7.9,1306,1368,1337,3.2,4.3,3.8,1.6,2.4,2,25,60,43,425,550,488
2821,"Bore well at Bale railway station premises owned by  Shri. Digambar Joshi. Village- Dahegaon,Taluka- North Solapur, District- Solapur.",Maharashtra,28,28,28,7,7,7,433,433,433,3.1,3.1,3.1,3,3,3,25,25,25,425,425,425
2822,"Bore well near  Chincholi. Village- Chincholi, Taluka- Mohol, District- Solapur.",Maharashtra,28,28,28,7,7,7,415,415,415,4.3,4.3,4.3,2,2,2,30,30,30,550,550,550
2823,"Bore well at Shete Vasti, near old Tuljapur road. Village- Tuljapur naka, Taluka- Solapur,District- Solapur.",Maharashtra,28,28,28,6.9,6.9,6.9,440,440,440,3.2,3.2,3.2,2.3,2.3,2.3,20,20,20,425,425,425
2825, Bore Well,Maharashtra,28,28,28,7.4,7.4,7.4,1090,1090,1090,5,5,5,0.2,0.2,0.2,2,2,2,79,79,79
2826,"Dug well near Railway station, Cotton Market. Village- Wardha city, Taluka- Wardha,District- Wardha.",Maharashtra,27,27,27,8,8,8,1173,1173,1173,6,6,6,76,76,76,70,70,70,170,170,170
2827,"Bore well Near Railway crossing at Dongri Buzurg. Village- Dongri-Buzurg, Taluka- Tumsar,District- Bandara.",Maharashtra,27,27,27,8,8,8,553,553,553,7.4,7.4,7.4,2.6,2.6,2.6,80,80,80,110,110,110
2828,"Dug well  near Jilla Parishet Primary school, Visapur. Village- Visapur, Taluka- Ballarpur,District- Chandrapur.",Maharashtra,27,27,27,8,8,8,915,915,915,6.2,6.2,6.2,24,24,24,NA,NA,NA,NA,NA,NA
2831,"Dugwell water sample at Sakharoli Tal .Walwa, Dist Sangli.",Maharashtra,25,25,25,7.1,7.1,7.1,2387,2387,2387,2.7,2.7,2.7,0.7,0.7,0.7,NA,NA,NA,NA,NA,NA
